,USGS-01509000,USGS-01531000,USGS-04234000
1951-01-30,16.990107955200003,63.71290483200001,5.663369318400001
1951-01-31,15.291097159680003,58.049535513600006,4.530695454720001
1951-02-01,25.485161932800004,68.52676875264001,9.910896307200002
1951-02-02,45.59012301312001,199.35060000768004,16.593672102912002
1951-02-03,35.11288977408,113.26738636800002,8.976440369664001
1951-02-04,25.428528239616004,73.62380113920001,6.088122017280001
1951-02-05,21.662387642880002,65.1287471616,5.0970323865600005
1951-02-06,19.736842074624004,65.69508409344002,5.0970323865600005
1951-02-07,26.051498864640003,94.01193068544002,10.760401704960001
1951-02-08,29.732688921600005,116.09907102720001,11.893075568640002
1951-02-09,22.087140341760005,58.049535513600006,7.079211648000001
1951-02-10,19.821792614400003,50.97032386560001,5.380200852480001
1951-02-11,17.55644488704,49.554481536000004,4.672279687680001
1951-02-12,16.678622642688,54.934682388480006,5.040398693376001
1951-02-13,27.495658040832005,305.8219431936,18.434267131392
1951-02-14,32.28120511488,529.5250312704001,18.151098665472002
1951-02-15,22.653477273600004,196.80208381440002,8.410103437824
1951-02-16,19.255455682560005,127.42580966400001,6.314656790016001
1951-02-17,18.689118750720002,118.93075568640002,6.682775795712001
1951-02-18,19.142188296192003,112.13471250432002,9.627727841280002
1951-02-19,23.163180512256,118.36441875456002,11.723174489088002
1951-02-20,45.02378608128001,246.92290228224005,36.811900569600006
1951-02-21,61.16438863872001,373.78237501440003,37.378237501440005
1951-02-22,70.79211648,538.0200852480001,34.263384376320005
1951-02-23,44.45744914944001,305.8219431936,17.69802912
1951-02-24,30.865362785280006,186.60801904128002,10.307332159488002
1951-02-25,27.014271648768005,149.79611847168002,9.202975142400001
1951-02-26,25.881597785088005,164.2377102336,9.344559375360001
1951-02-27,35.96239517184001,194.25356762112003,13.903571676672001
1951-02-28,28.883183523840003,188.87336676864004,9.910896307200002
1951-03-01,23.106546819072005,137.61987443712002,7.050894801408001
1951-03-02,21.407536023552,128.27531506176,7.277429574144001
1951-03-03,19.481990455296003,123.17828267520002,6.569508409344001
1951-03-04,17.669712273408003,112.13471250432002,6.229706250240001
1951-03-05,18.094464972288,219.73872955392002,8.466737131008001
1951-03-06,18.632485057536,273.82390654464007,11.185154403840002
1951-03-07,26.929321108992003,416.25764490240005,24.890508154368003
1951-03-08,30.015857387520004,370.95069035520004,18.97228721664
1951-03-09,22.257041421312003,235.02982671360004,10.958619631104002
1951-03-10,18.264366051840003,167.06939489280003,7.617231733248001
1951-03-11,16.253869943808002,130.2574943232,6.427924176384001
1951-03-12,17.811296506368002,112.13471250432002,6.767726335488001
1951-03-13,23.956052216832003,109.30302784512001,10.986936477696002
1951-03-14,30.015857387520004,112.13471250432002,16.876840568832
1951-03-15,31.148531251200005,173.58226960896002,18.943970370048003
1951-03-16,24.720607074816005,162.25553097216002,12.317828267520001
